_time,value_indoor,value_outdoor,forecast
2025-03-07 18:49:00+00:00,20.0,11.299999999999999,20.067571793484664
2025-03-07 18:49:30+00:00,20.0,11.299999999999999,20.121234705966316
2025-03-07 18:50:00+00:00,20.066666666666666,11.266666666666667,20.050677830324634
2025-03-07 18:50:30+00:00,20.099999999999998,11.266666666666666,20.04029276541572
2025-03-07 18:51:00+00:00,20.099999999999998,11.216666666666669,20.023784499504117
2025-03-07 18:51:30+00:00,20.1,11.2,19.988653114385766
2025-03-07 18:52:00+00:00,20.150000000000002,11.183333333333332,19.97561649261503
2025-03-07 18:52:30+00:00,20.2,11.116666666666667,20.370153948603942
2025-03-07 18:53:00+00:00,20.2,11.1,19.937416643973567
2025-03-07 18:53:30+00:00,20.2,11.083333333333334,19.927765425174233
2025-03-07 18:54:00+00:00,20.2,11.083333333333334,19.903093814883366
2025-03-07 18:54:30+00:00,20.2,11.049999999999999,19.93465958033643
2025-03-07 18:55:00+00:00,20.220000000000002,11.0,19.872411605978304
2025-03-07 18:55:30+00:00,20.266666666666666,11.0,19.91629338301197
2025-03-07 18:56:00+00:00,20.266666666666666,11.0,19.967331152891763
2025-03-07 18:56:30+00:00,20.28333333333333,10.950000000000001,19.96910167796095
2025-03-07 18:57:00+00:00,20.3,10.9,20.223597549281674
2025-03-07 18:57:30+00:00,20.3,10.9,20.09632754264779
2025-03-07 18:58:00+00:00,20.3,10.9,20.1295054789969
2025-03-07 18:58:30+00:00,20.3,10.9,20.552195876033124
2025-03-07 18:59:00+00:00,20.3,10.9,20.573132768449703
2025-03-07 18:59:30+00:00,20.3,10.9,20.091524609631573
2025-03-07 19:00:00+00:00,20.3,10.9,20.061357329490097
2025-03-07 19:00:30+00:00,20.3,10.9,20.050124813362473
2025-03-07 19:01:00+00:00,20.3,10.9,20.469275310004942
2025-03-07 19:01:30+00:00,20.3,10.9,20.03850185597252
2025-03-07 19:02:00+00:00,20.316666666666666,10.866666666666667,20.057884507390703
2025-03-07 19:02:30+00:00,20.333333333333332,10.799999999999999,20.227346614901254
2025-03-07 19:03:00+00:00,20.333333333333332,10.799999999999999,20.66996191795257
2025-03-07 19:03:30+00:00,20.350000000000005,10.799999999999999,20.77873520250324
2025-03-07 19:04:00+00:00,20.383333333333336,10.799999999999999,20.71695946312459
2025-03-07 19:04:30+00:00,20.400000000000002,10.700000000000001,20.306368163466885
2025-03-07 19:05:00+00:00,20.400000000000002,10.700000000000001,20.27000308656963
2025-03-07 19:05:30+00:00,20.383333333333336,10.683333333333332,20.249215258014214
2025-03-07 19:06:00+00:00,20.4,10.620000000000001,20.238910587173944
2025-03-07 19:06:30+00:00,20.400000000000002,10.666666666666666,20.26835421601384
2025-03-07 19:07:00+00:00,20.400000000000002,10.700000000000001,20.102503001283768
2025-03-07 19:07:30+00:00,20.400000000000002,10.700000000000001,19.400877936066795
2025-03-07 19:08:00+00:00,20.400000000000002,10.700000000000001,14.488389228122092
2025-03-07 19:08:30+00:00,20.400000000000002,10.700000000000001,11.585143530525048
2025-03-07 19:09:00+00:00,20.4,10.68,5.8407532246743035
2025-03-07 19:09:30+00:00,20.400000000000002,10.700000000000001,15.060085393017877
2025-03-07 19:10:00+00:00,20.433333333333334,10.700000000000001,13.893012774108445
2025-03-07 19:10:30+00:00,20.466666666666665,10.700000000000001,19.98333245002769
2025-03-07 19:11:00+00:00,20.483333333333334,10.700000000000001,21.219999867011474
2025-03-07 19:11:30+00:00,20.483333333333334,10.65,24.916666654810392
2025-03-07 19:12:00+00:00,20.5,10.700000000000001,24.200000002620765
2025-03-07 19:12:30+00:00,20.5,10.7,19.413081391393863
2025-03-07 19:13:00+00:00,20.5,10.700000000000001,19.405337993931436
2025-03-07 19:13:30+00:00,20.5,10.700000000000001,19.456702908913766
2025-03-07 19:14:00+00:00,20.5,10.700000000000001,19.431168569909136
2025-03-07 19:14:30+00:00,20.5,10.700000000000001,19.562774526765605
2025-03-07 19:15:00+00:00,20.5,10.700000000000001,19.512813861039245
2025-03-07 19:15:30+00:00,20.5,10.683333333333332,19.819909141781395
2025-03-07 19:16:00+00:00,20.5,10.683333333333332,19.75587731470781
2025-03-07 19:16:30+00:00,20.5,10.68,19.663983490296
2025-03-07 19:17:00+00:00,20.5,10.683333333333332,19.921058796969096
2025-03-07 19:17:30+00:00,20.5,10.6,19.731124151088007
2025-03-07 19:18:00+00:00,20.5,10.6,19.756040099891617
2025-03-07 19:18:30+00:00,20.5,10.6,19.904068039881658
2025-03-07 19:19:00+00:00,20.5,10.6,20.0157346993441
2025-03-07 19:19:30+00:00,20.533333333333335,10.6,19.84622563284623
2025-03-07 19:20:00+00:00,20.52,10.6,20.15717433163194
